transport_,new_source,new_destination
iterator_v2: 1083,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.b2b_registration_form_channel_v5
iterator_v2: 965,vertica_writer.ostrota.upsell_userupsell,vertica_writer.dm_maker_sandbox.upsell_ota
iterator_v2: 413,vertica_writer.analytics.currency_history,vertica_writer.analytics.meta_costs
iterator_v2: 242,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.booking_channels_smeared
iterator_v2: 1446,vertica_writer.extranet.hotels_rateallotmentplan,vertica_writer.dm_maker_sandbox.extranet_rates_data_aggregated_snapshot
iterator_v2: 1616,vertica_writer.ostrota.orders_orderhotcorerate,vertica_writer.dm_maker_sandbox.b2b_order_pricing_data
iterator_v2: 183,vertica_writer.dm_maker_sandbox.partners_ordergroup_payment,vertica_writer.actualize.orderitem_ordergroup_payment
iterator_v2: 355,vertica_writer.analytics.otahotel,vertica_writer.dm_maker_sandbox.webuser_info_v2
iterator_v2: 527,vertica_writer.analytics.product_sessions,vertica_writer.dm_maker_sandbox.analytics_serp
iterator_v2: 711,vertica_writer.ostrota.orders_orderitem,vertica_writer.dm_maker_sandbox.gap_order_hotcore_rate
iterator_v2: 895,vertica_writer.analytics.currency_converter,vertica_writer.dm_maker_sandbox.b2b_account_manager_desktop
iterator_v2: 1382,vertica_writer.analytics.currency_converter,vertica_writer.dm_maker_sandbox.session_multichannel_v6
iterator_v2: 1174,vertica_writer.public.region2geo,vertica_writer.dm_maker_sandbox.b2b_product_monitoring_tool_v3
iterator_v2: 1126,vertica_writer.ppc.yandex_adgroup,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 297,vertica_writer.analytics.sessions,vertica_writer.dm_maker_sandbox.google_uac
iterator_v1: 4,vertica_writer.flex.access_json_v2,vertica_writer.analytics.hotcore_request_property
iterator_v2: 1512,vertica_writer.hotcore.hotel_bans_city_ids,vertica_writer.dm_maker_sandbox.reprice_competitor_feeds_dashboard
iterator_v2: 1201,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.serch_destination_v4
iterator_v2: 828,vertica_writer.analytics.agent_team_history,vertica_writer.dm_maker_sandbox.ops_costs_extra_services_employee_data
iterator_v2: 1239,vertica_writer.analytics.b2b_partner_portrait,vertica_writer.dm_maker_sandbox.b2b_product_tab
iterator_v2: 1449,vertica_writer.hotcore.entities_feed,vertica_writer.analytics.supplier_feed
iterator_v2: 443,vertica_writer.analytics.ticket,vertica_writer.dm_maker_sandbox.potential_visa_metrics
iterator_v2: 95,vertica_writer.analytics.dc_requests_issued,vertica_writer.fortemp.table_last_usage
iterator_v2: 647,vertica_writer.analytics.product_sessions,vertica_writer.analytics.hotelpage_show_dashboard_data
iterator_v2: 1492,vertica_writer.hotcore.hotel_bans_source_tags,vertica_writer.dm_maker_sandbox.reprice_competitor_feeds
iterator_v2: 525,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.matching_dashboard_data
iterator_v2: 309,vertica_writer.payota.payment_log,vertica_writer.actualize.payment_b2c
iterator_v2: 92,vertica_writer.payota.user_credit_card,vertica_writer.analytics_sandbox.failed_orderitem_20190411
iterator_v2: 1126,vertica_writer.ppc.google_ad_stat_history,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 1191,vertica_writer.analytics.product_sessions,vertica_writer.dm_maker_sandbox.b2b_product_conversion_v1
iterator_v2: 438,vertica_writer.content.content_photo_gallery,vertica_writer.content.hotel_gallery_snapshot
iterator_v2: 1191,vertica_writer.partners.partners_partner_segmentation_data,vertica_writer.dm_maker_sandbox.b2b_product_conversion_v1
iterator_v2: 1162,vertica_writer.partners.stat_orderitem,vertica_writer.dm_maker_sandbox.b2b_api_platform_costs_v2
iterator_v2: 849,vertica_writer.logs.dzen_access_json,vertica_writer.analytics.web_analytics_monitoring_uid_cookie_temp
iterator_v2: 1238,vertica_writer.partners.partners_partner,vertica_writer.dm_maker_sandbox.ek_partners_data
iterator_v2: 1571,vertica_writer.avia.avia_order,vertica_writer.dm_maker_sandbox.transfer_order_v2
iterator_v2: 1470,vertica_writer.asterisk.dids,vertica_writer.dm_maker_sandbox.opscost_front_calls
iterator_v2: 1219,vertica_writer.weblogs2.hc_event,vertica_writer.dm_maker_sandbox.b2b_registration_form_channel_v9
iterator_v2: 1213,vertica_writer.public.upsell_type,vertica_writer.analytics.upsell
iterator_v2: 1195,vertica_writer.public.booking_cancellation,vertica_writer.dm_maker_sandbox.attribution_order_hotel_channels_test
iterator_v2: 1117,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.attribution_change
iterator_v2: 893,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.order_session_v_last_hit_id
iterator_v2: 546,vertica_writer.analytics.sessions,vertica_writer.dm_maker_sandbox.session_after20170101
iterator_v2: 1213,vertica_writer.ostrota.orders_orderitem,vertica_writer.analytics.upsell
iterator_v2: 1241,vertica_writer.analytics.extranet_availability,vertica_writer.analytics.extranet_days_with_availability
iterator_v2: 486,vertica_writer.ostrota.fidelity_fidelitypromise,vertica_writer.dm_maker_sandbox.fidelitytransaction_booking
iterator_v2: 932,vertica_writer.partners.partners_contract,vertica_writer.analytics.b2b_account_manager_desktop
iterator_v2: 1210,vertica_writer.ostrota.fidelity_fidelitypromise,vertica_writer.dm_maker_sandbox.session_multichannel_v1
iterator_v2: 852,vertica_writer.intranet.ostrovok_users,vertica_writer.dm_maker_sandbox.ops_costs_front_office_final
iterator_v2: 827,vertica_writer.analytics.agent_team_history,vertica_writer.dm_maker_sandbox.ops_costs_extra_services_action_log
iterator_v2: 344,vertica_writer.analytics.currency_history,vertica_writer.dm_maker_sandbox.metasearch_costs
iterator_v2: 1193,vertica_writer.google_spreadsheet.supply_priority_tool_external_prioritization_selection,vertica_writer.dm_maker_sandbox.stat_crm_hotel_priority_data_
iterator_v2: 605,vertica_writer.analytics.sessions,vertica_writer.dm_maker_sandbox.session_channel_level_v2
iterator_v2: 773,vertica_writer.hotcore.metarates_daily,vertica_writer.analytics.supplier_pricing_changes
iterator_v2: 416,vertica_writer.analytics_sandbox.sid_booking_channels__20190501,vertica_writer.dm_maker_sandbox.sid_booking_channels_smeared
iterator_v2: 1422,vertica_writer.static.application,vertica_writer.analytics.install_session
iterator_v2: 893,vertica_writer.ostrota.orders_order,vertica_writer.dm_maker_sandbox.order_session_v_last_hit_id
iterator_v2: 1512,vertica_writer.hotcore.hotel_bans_los_series,vertica_writer.dm_maker_sandbox.reprice_competitor_feeds_dashboard
iterator_v2: 590,vertica_writer.public.booking_channels_pos_history,vertica_writer.analytics.booking_channels_v3
iterator_v1: 31,vertica_writer.public.otahotel,vertica_writer.analytics.cpc_cost
iterator_v2: 200,vertica_writer.weblogs2.hit_funnel_rate,vertica_writer.dm_maker_sandbox.b2c_markup
iterator_v2: 357,vertica_writer.metasearch.tripadvisor_cpa_markets,vertica_writer.dm_maker_sandbox.metasearch_cost
iterator_v2: 465,vertica_writer.ostrota.orders_order,vertica_writer.public.upsell
iterator_v2: 195,vertica_writer.ppc.yandex_sessions_cost_before_20180101,vertica_writer.ppc.yandex_sessions_cost
iterator_v2: 890,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.search_destination_v2
iterator_v2: 889,vertica_writer.diadmin.marketing_costtype,vertica_writer.analytics.cost_marketing
iterator_v2: 885,vertica_writer.partners.partners_profile,vertica_writer.dm_maker_sandbox.search_destination_V2
iterator_v2: 806,vertica_writer.antifraud.fraudulent_orders,vertica_writer.dm_maker_sandbox.order_descriptive_attributes_v8
iterator_v2: 890,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.search_destination_v2
iterator_v2: 1570,vertica_writer.partners.partners_contractdata,vertica_writer.dm_maker_sandbox.transfer_order
iterator_v2: 1101,vertica_writer.ostrota.fidelity_fidelitysegmentaccount,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 198,vertica_writer.content.otahotel_active,vertica_writer.dm_maker_sandbox.hotel_bookable
iterator_v2: 581,vertica_writer.media.report_clicktripz_daily,vertica_writer.media.sessions_clicktripz
iterator_v2: 1365,vertica_writer.analytics.stat_crm_hotel_priority_data_history,vertica_writer.analytics.stat_crm_hotel_priority_data
vertica_instruction: 1328,repl.public.promocode_bookingattemptpromocodegenerationlog,vertica_writer.ostrota.promocode_bookingattemptpromocodegenerationlog
vertica_instruction: 1675,stat_rep.public.booking,vertica_writer.analytics_sandbox.__booking_channels_normal_history__20210430
vertica_instruction: 59,stat_rep.weblogs2.hc_event,vertica_writer.weblogs2.hc_event
vertica_instruction: 1687,repl.public.white_label_whitelabel,vertica_writer.ostrota.white_label_whitelabel
vertica_instruction: 42,repl.public.mail_mailhookdelivered,vertica_writer.ostrota.mail_mailhookdelivered
vertica_instruction: 1664,redmine.public.trackers,vertica_writer.redmine.trackers
vertica_instruction: 1775,crm.public.mail_conversation_mailconversation,vertica_writer.crm.mail_conversation_mailconversation
vertica_instruction: 1430,repl.public.fidelity_fidelitysegmentaccounthistory,vertica_writer.ostrota.fidelity_fidelitysegmentaccounthistory
vertica_instruction: 1557,stat_rep.static.shipping_type,vertica_writer.static.shipping_type
vertica_instruction: 1144,stat_rep.public.booking_channels_smeared,vertica_writer.public.booking_channels_history_source
vertica_instruction: 1302,extranet_replica.public.hotels_occupancyallotmentplan,vertica_writer.extranet.hotels_occupancyallotmentplan_old
vertica_instruction: 789,stat_rep.content.providers,vertica_writer.content.providers
vertica_instruction: 1676,stat_rep.etl.transfer_instruction_log,vertica_writer.etl.transfer_instruction_log
vertica_instruction: 234,stat_rep.static.email_pattern,vertica_writer.static.email_pattern
vertica_instruction: 93,mailota.public.mailota_mailhookclicked,vertica_writer.mailota.mail_mailhookclicked_20200229
vertica_instruction: 199,stat_rep.cltv.user_understanding_v2,vertica_writer.cltv.user_understanding_v2
vertica_instruction: 1674,stat_rep.dataportal.qa_soft_checks_log,vertica_writer.dataportal.qa_soft_checks_log
vertica_instruction: 1594,transfers.public.transfer_order_options,vertica_writer.transfers.transfer_order_options
vertica_instruction: 1743,crm.public.partners_partner,vertica_writer.crm.partners_partner
vertica_instruction: 1502,diadmin.public.tpp_supplier,vertica_writer.diadmin.tpp_supplier
vertica_instruction: 1801,crm.public.tpp_tpp_connectivities,vertica_writer.crm.tpp_tpp_connectivities
vertica_instruction: 1526,repl.public.fidelity_fidelityaeroflotmilesdata,vertica_writer.ostrota.fidelity_fidelityaeroflotmilesdata
vertica_instruction: 1576,stat_rep.actualize.booking,vertica_writer.actualize.sat_order_commission_static
vertica_instruction: 1191,stat_rep.payota.user_credit_card,vertica_writer.payota.user_credit_card
vertica_instruction: 1536,partners.public.avia_orderitem,vertica_writer.partners.avia_orderitem
vertica_instruction: 1190,stat_rep.payota.payment_operation,vertica_writer.payota.payment_operation
vertica_instruction: 203,stat_rep.content.content_score,vertica_writer.content.content_score
vertica_instruction: 1596,transfers.public.transfer_amount_settings,vertica_writer.transfers.transfer_amount_settings
vertica_instruction: 785,stat_rep.weblogs2.sessions,vertica_writer.analytics.sessions
vertica_instruction: 1931,crm.public.orders_orderitem_parent_order_items,vertica_writer.crm.orders_orderitem_parent_order_items
vertica_instruction: 874,stat_rep.crm.confirmation,vertica_writer.crm.confirmation
vertica_instruction: 1048,partners.public.auth_user,vertica_writer.partners.auth_user
vertica_instruction: 1421,stat_rep.analytics_sandbox.booking_cancellation_history_from_20190501,vertica_writer.analytics_sandbox.booking_cancellation_history_from_20190501_20190701
vertica_instruction: 1965,intranet.public.users_profile,vertica_writer.intranet.users_profile
vertica_instruction: 1939,stat.weblogs2.hit_funnel_short,vertica_writer.analytics_sandbox.hit_funnel_20221030
vertica_instruction: 1653,redmine.public.groups_users,vertica_writer.redmine.groups_users
vertica_instruction: 236,stat_rep.cltv.booking_basket_tags,vertica_writer.cltv.booking_basket_tags_history
vertica_instruction: 1287,content.public.content_ng_canonicalotahoteldiff,vertica.content.content_ng_canonicalotahoteldiff
vertica_instruction: 1397,stat_rep.weblogs2.hc_block,vertica_writer.weblogs2.hc_block_recommendation
vertica_instruction: 1717,sqleditor.public.sqleditor_sending_config,vertica_writer.sqleditor.sqleditor_sending_config
vertica_instruction: 1542,repl.archive.discounts_discountedorder,vertica_writer.ostrota.discounts_discountedorder
vertica_instruction: 1696,partners.public.railway_passengerlayover,vertica_writer.partners.railway_passengerlayover
vertica_instruction: 1615,stat_rep.dataportal.metadata_column_metric,vertica_writer.dataportal.metadata_column_metric
vertica_instruction: 1135,cdrstats.public.dialcode_country,vertica_writer.static.dialcode_country
vertica_instruction: 103,stat_rep.weblogs2.domains,vertica_writer.weblogs2.domains
vertica_instruction: 1585,stat_rep.dataportal.metadata_column,vertica_writer.dataportal.metadata_column
vertica_instruction: 1504,diadmin.public.marketing_cost_history,vertica_writer.diadmin.marketing_cost
vertica_instruction: 1656,redmine.public.custom_fields_trackers,vertica_writer.redmine.custom_fields_trackers
vertica_instruction: 1279,partners.public.reversion_version,vertica_writer.partners.reversion_version
vertica_instruction: 1745,crm.public.tickets_compensation,vertica_writer.crm.tickets_compensation
vertica_instruction: 1729,billing.public.billing_invoicestate,vertica_writer.billing.billing_invoicestate
vertica_instruction: 1776,crm.public.chats_chataccount,vertica_writer.crm.chats_chataccount
vertica_instruction: 1652,redmine.public.custom_fields_projects,vertica_writer.redmine.custom_fields_projects
vertica_instruction: 1045,stat_rep.static.smearing_channels_excluded,vertica_writer.static.smearing_channels_excluded
vertica_instruction: 1959,stat_rep.dataportal.search_log,vertica_writer.dataportal.search_log
vertica_instruction: 1832,tableau.public.http_requests,vertica_writer.tableau.http_requests
vertica_instruction: 821,stat_rep.ppc.yandex_adgroup,vertica_writer.ppc.yandex_adgroup
vertica_instruction: 1826,railwaycore.public.railway_passengersegment,vertica_writer.railwaycore.railway_passengersegment
vertica_instruction: 80,stat_rep.olap.calendar,vertica_writer.olap_b2b.calendar
vertica_instruction: 1728,billing.public.billing_billingaddress,vertica_writer.billing.billing_billingaddress
vertica_instruction: 282,stat_rep.seo.parsed_seo_content_costs,vertica_writer.seo.parsed_seo_content_costs
vertica_instruction: 1975,diadmin.public.marketing_attributionlevelsproperties,vertica_writer.diadmin.marketing_attributionlevelsproperties
vertica_instruction: 221,stat_rep.ppc.google_campaign,vertica_writer.ppc.google_campaign
vertica_instruction: 968,repl.public.loyalty_bonus,vertica_writer.ostrota.loyalty_bonus
vertica_instruction: 1195,accota.public.api_hotel,vertica_writer.accota.api_hotel
vertica_instruction: 1453,stat_rep.weblogs2.hit_funnel_extras,vertica_writer.weblogs2.hit_funnel_extras
vertica_instruction: 1049,partners.public.partners_profile,vertica_writer.partners.partners_profile
vertica_instruction: 1800,crm.public.workboard_workboard,vertica_writer.crm.workboard_workboard
vertica_instruction: 1860,diadmin.public.tpp_overridepricingfact,vertica_writer.diadmin.tpp_overridepricingfact
vertica_instruction: 1645,redmine.public.time_entries,vertica_writer.redmine.time_entries
vertica_instruction: 1529,aviacore.public.geo_airport,vertica_writer.avia.geo_airport
vertica_instruction: 1644,redmine.public.changesets_issues,vertica_writer.redmine.changesets_issues
vertica_instruction: 1881,railwaycore.public.railway_contract,vertica_writer.railwaycore.railway_contract
vertica_instruction: 264,mailota.public.mailota_profile,vertica_writer.mailota.mailota_profile
vertica_instruction: 56,stat_rep.ppc.yandex_phrase,vertica_writer.ppc.yandex_phrase
vertica_instruction: 1283,stat_rep.google_spreadsheet.brand_marketing_expenses_mapping,vertica_writer.cost.brand_costs_mapping
vertica_instruction: 1087,content.t.updated_at,vertica_writer.content.content_otahotel
vertica_instruction: 1657,redmine.public.issue_templates,vertica_writer.redmine.issue_templates
vertica_instruction: 1923,dataportal.public.tableau_workbook,vertica_writer.dataportal.tableau_workbook
vertica_instruction: 863,stat_rep.google_spreadsheet.operations_department_performance__odp__night_shift,vertica_writer.google_spreadsheet.operations_department_performance__odp__night_shift
vertica_instruction: 115,stat_rep.extranet.hotels,vertica_writer.extranet.hotels
vertica_instruction: 1856,tableau.public.schedules,vertica_writer.tableau.schedules
vertica_instruction: 10,stat_rep.public.otahotel2hotel,vertica_writer.public.otahotel2hotel
vertica_instruction: 273,stat_rep.metasearch.parser_metasearch_domain,vertica_writer.metasearch.parser_metasearch_domain
vertica_instruction: 1611,crm.public.django_content_type,vertica_writer.crm.django_content_type
